,PRODUCT,PROD_LVL,SPECIALTY,SUB_SPECIALTY,SP_SOURCE,ds,INDICATION,MARKET_FLAG,LEVEL_0_MARKET_FLAG,BIOSIMILAR_MOLECULE,CLASS,METRIC,COMPETITIVE_RX,TOTAL_RX,ALLOCATED_WITHOUT_FDAP_RX,ALLOCATED_WITH_FDAP_RX
106006,Brand27,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
106120,Brand5,2,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,0.0,,
106171,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,182.222,,
106184,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Other Market,Other Market,Not Available,Class1,TRX,19.5843,19.5843,,
106252,Brand42,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class5,TRX,,1.2989,,
106278,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
106389,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,2.9196,,
106437,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,24.2859,,
106484,Brand3,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class2,NBRX,,0.0,,
106506,Brand16,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,3.0946,,
106507,Brand37,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class3,NBRX,,0.0,,
106508,Brand37,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class3,MOTRX,,2.7825,,
106512,Brand27,2,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,1.3862,,
106575,Brand24,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class2,MOTRX,,1.5928,,
106651,Brand33,2,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,8.0625,,
106786,Brand41,1,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class5,MOTRX,,2.4408,,
106852,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,1.6608,,
106907,Brand5,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Other Market,Other Market,Not Available,Class3,MOTRX,30.9619,30.9619,,
106926,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,0.0,,
107046,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class1,TRX,,1.6074,,
107074,Brand9,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,TRX,,1.5836,,
107199,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class1,NBRX,,1.1928,,
107208,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,,1.5452,,
107332,Brand27,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,9.077,,
107336,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Other Market,Other Market,Not Available,Class3,MOTRX,9.8189,9.8189,11.17398337,11.63157495
107408,Brand13,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class1,NBRX,1.1147,1.1147,,
107409,Brand13,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class1,MOTRX,1.1943,1.1943,,
107469,Brand14,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class2,NBRX,,0.0,,
107516,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class2,NBRX,,0.0,,
107526,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
107705,Brand1,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
107838,Brand39,2,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class1,MOTRX,,1.5309,,
107859,Brand22,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class4,TRX,,2.8349,,
107886,Brand24,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,MOTRX,,1.5546,,
107903,Brand31,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,91.271,,
107918,Brand24,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class2,TRX,,1.5261,,
108023,Brand16,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,18.9174,,
108024,Brand16,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,37.8348,,
108109,Brand15,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class3,TRX,1.3623,1.3623,1.329419971,1.526412561
108110,Brand15,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class3,NBRX,0.0,0.0,0.0,0.0
108122,Brand42,2,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class5,TRX,,1.2018,,
108145,Brand10,1,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
108167,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,4.1391,,
108194,Brand31,2,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Not Available,Not Available,Not Available,Class4,NBRX,0.0,,,
108392,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Oral Market,Oral Market,Not Available,Class2,TRX,6.0605,,,
108402,Brand1,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication1,IV Market,IV Market,Not Available,Class1,NBRX,12.3076,,,
108413,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,9.0046,,,
108433,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class3,NBRX,2.6152,,3.149816044,3.212838673
108477,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,593.307,,,
108484,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,63.3251,,,
108573,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,TRX,2749.9512,,,
108574,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,3048.8027,,,
108630,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class1,NBRX,1.7216,,,
108854,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,9.7481,,,
108856,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,1.3641,,,
108901,Brand25,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,1.2516,,,
108902,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,2.1622,,,
108912,Brand22,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class4,MOTRX,1334.6661,,,
109074,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,1.1465,,,
109106,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
109149,Brand18,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,1.9318,,,
109171,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
109177,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class3,NBRX,0.0,,0.0,0.0
109182,Brand9,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,IV Market,Not Available,Not Available,Class1,MOTRX,41.4135,,,
109251,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,37.7007,,,
109317,Brand22,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class4,TRX,38.2207,,,
109378,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,288.3122,,,
109388,Brand13,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,TRX,4.1957,,,
109415,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Other Market,Other Market,Not Available,Class3,TRX,3.0919,,3.518206937,3.661559524
109419,Brand5,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class3,MOTRX,0.86,,,
109571,Brand21,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,600.0626,,,
109808,Brand24,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class2,MOTRX,785.4488,,,
109849,Brand17,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,IV Market,Not Available,Not Available,Class1,MOTRX,2.8806,,,
109866,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,1.6255,,,
109934,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class2,NBRX,46.5197,,,
109937,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,916.3607,,,
109966,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,20.4491,,,
110029,Brand9,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication1,IV Market,Not Available,Not Available,Class1,TRX,624.8695,,,
110032,Brand11,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,25.3946,,,
110074,Brand1,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,IV Market,IV Market,Not Available,Class1,TRX,2.2325,,,
110105,Brand23,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,IV Market,Not Available,Class1,TRX,15.6705,,,
110109,Brand9,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,TRX,77.7633,,,
110110,Brand9,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,NBRX,3.5485,,,
110132,Brand1,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,IV Market,Not Available,Class1,MOTRX,5.3249,,,
110154,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Other Market,Other Market,Not Available,Class3,MOTRX,3.0919,,3.51860587,3.662698121
110191,Brand12,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,IV Market,Not Available,Not Available,Class1,NBRX,0.0,,,
110215,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class4,MOTRX,101.8142,,,
110388,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,NBRX,4.9089,,,
110410,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Not Available,Not Available,Not Available,Class1,MOTRX,2.7519,,,
110414,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class3,MOTRX,3901.5198,,4439.959401,4621.782476
110457,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,1.7216,,,
110494,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
110555,Brand13,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,2.3771,,,
110593,Brand25,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,1.2004,,,
110597,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Other Market,Other Market,Not Available,Class3,NBRX,0.0,,0.0,0.0
110661,Brand22,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class4,MOTRX,350.1667,,,
110682,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Not Available,Not Available,Not Available,Class3,MOTRX,28.5681,,,33.84116413
110796,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Not Available,Not Available,Not Available,Class3,TRX,3.0919,,,3.661451276
110797,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Not Available,Not Available,Not Available,Class3,MOTRX,3.0919,,,3.66259903
110814,Brand9,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,MOTRX,46.2866,,,
110820,Brand1,2,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Not Available,Not Available,Not Available,Class1,NBRX,1.0157,,,
110857,Brand22,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class4,MOTRX,354.9036,,,
110863,Brand18,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,6.0257,,,
110864,Brand18,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
110886,Brand31,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,MOTRX,3402.4209,3402.4209,,
111031,Brand17,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,MOTRX,559.5539,,,
111086,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Oral Market,Oral Market,Not Available,Class2,NBRX,5.3913,5.3913,,
111087,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Oral Market,Oral Market,Not Available,Class2,MOTRX,32.7344,32.7344,,
111123,Brand20,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,TRX,15.4892,15.4892,,
111124,Brand30,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class4,NBRX,448.9579,448.9579,,
111135,Brand24,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class2,NBRX,182.9463,182.9463,,
111189,Brand33,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,1.7358,,,
111222,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,1.3641,1.3641,,
111223,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,21.799,21.799,,
111225,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,TRX,2.1622,2.1622,,
111243,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Not Available,Not Available,Class1,MOTRX,3021.5248,3021.5248,,
111299,Brand5,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class3,NBRX,4.1584,,,
111382,Brand22,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class4,NBRX,81.3577,81.3577,,
111415,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Not Available,Not Available,Class1,NBRX,50.4915,50.4915,,
111473,Brand24,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class2,TRX,2430.9043,2430.9043,,
111504,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,TRX,2667.5902,2667.5902,,
111684,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class4,NBRX,0.0,0.0,,
111814,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class1,MOTRX,37.4369,37.4369,,
111826,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,3.0649,3.0649,,
111898,Brand31,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,NBRX,0.0,0.0,,
111959,Brand8,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,61.6938,,,
111963,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,MOTRX,1275.4262,,,
112132,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class3,MOTRX,15.7017,15.7017,17.86865481,18.60040334
112190,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,NBRX,12.6732,,,
112338,Brand35,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class4,MOTRX,60.932,60.932,,
112424,Brand8,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class1,TRX,3.7668,3.7668,,
112431,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Not Available,Not Available,Class1,TRX,512.1182,,,
112496,Brand27,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,0.2858,0.2858,,
112519,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Other Market,Other Market,Not Available,Class3,TRX,3.0919,3.0919,3.518206937,3.661559524
112553,Brand1,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,1.0157,,,
112716,Brand22,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class4,TRX,193.2199,,,
112808,Brand8,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,TRX,19.6331,,,
112826,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,TRX,814.1406,,,
112912,Brand31,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class4,TRX,6.2752,,,
112913,Brand31,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class4,MOTRX,9.6865,,,
113021,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class1,TRX,1.9275,,,
113040,Brand8,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
113071,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Not Available,Not Available,Class1,TRX,124.8719,124.8719,,
113084,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class2,NBRX,28.8233,28.8233,,
113118,Brand2,1,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,15518.5457,,
113211,Brand1,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,IV Market,Not Available,Class1,MOTRX,82.8584,,,
113238,Brand30,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class4,TRX,55.7698,55.7698,,
113288,Brand38,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class3,MOTRX,74.3399,74.3399,,
113299,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,NBRX,53.0287,,,
113330,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
113347,Brand31,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,TRX,618.3592,618.3592,,
113354,Brand5,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class3,TRX,338.4347,338.4347,,
113384,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class1,NBRX,2.9771,2.9771,,
113388,Brand33,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
113390,Brand33,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,6.0625,6.0625,,
113571,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Not Available,Not Available,Class1,TRX,64.5255,,,
113575,Brand34,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,1.1183,,,
113606,Brand3,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class2,MOTRX,1275.4262,,,
113618,Brand22,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class4,MOTRX,68.9267,68.9267,,
113708,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Oral Market,Oral Market,Not Available,Class2,NBRX,1.6052,1.6052,,
113829,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class4,NBRX,33.181,,,
113830,Brand27,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,0.9756,,,
113845,Brand22,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,TRX,2526.0738,2526.0738,,
113897,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class1,NBRX,66.6563,,,
113957,Brand6,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class3,MOTRX,130.102,,,130.102
114034,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,499.0736,,,
114047,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,5.5401,,,
114049,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,TRX,1.1465,1.1465,,
114068,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class4,MOTRX,4.1613,4.1613,,
114077,Brand8,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,1.2093,,,
114288,Brand8,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,165.5729,,,
114320,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,13.2651,13.2651,,
114321,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,280.554,280.554,,
114337,Brand22,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,TRX,1982.7867,1982.7867,,
114390,Brand8,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,123.3876,,,
114436,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class3,NBRX,2.7842,,3.353364113,3.420459404
114437,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,NBRX,118.7633,,,
114488,Brand24,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class2,TRX,2430.9043,,,
114506,Brand18,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,8.6041,,,
114591,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,TRX,282.1828,,,
114623,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,TRX,77.5703,,,
114631,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class3,TRX,1.5056,,,1.782942864
114670,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class4,MOTRX,779.7688,779.7688,,
114747,Brand24,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class2,MOTRX,11.8727,11.8727,,
114776,Brand5,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class3,TRX,1956.4847,,,
114845,Brand2,1,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Other Market,Not Available,Not Available,Class1,MOTRX,1683.2903,1683.2903,,
114887,Brand14,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,NBRX,4.0711,,,
114956,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,NBRX,202.7917,,,
115002,Brand7,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,MOTRX,1674.3575,1674.3575,,
115014,Brand6,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,146.2134,,
115093,Brand5,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class3,TRX,1956.4847,,,
